x,w,wexp(x),Ln(x+eps),Ln(x-eps)
L4
0.32254768961939231180036145910436748,0.60315410434163360163596602381807821,0.8327391238378892466120841430830343,4.7992e-39,-1.8635e-39
1.745761101158346575686816712517947,0.35741869243779968664149201745809128,2.0481024384542968214004446798340608,-9.9179e-39,4.9634e-39
4.5366202969211279832792853849571379,0.038887908515005384272438168156209914,3.6311463058215178615963562636838816,5.3039e-38,-5.8907e-38
9.3950709123011331292335364434205476,5.3929470556132745010379056762059321e-4,6.4871450844076622715953414767596879,-7.2386e-37,5.9727e-37
L5
0.26356031971814091020306194336083333,0.52175561058280865247586092879245004,0.67909404220775045502210447840367629,4.7836e-39,-3.1412e-39
1.4134030591065167922184079801875578,0.39866681108317592745413334814441928,1.6384878736027472112254915859158334,-6.3741e-39,9.2856e-39
3.5964257710407220812231865887829717,0.075942449681707595387653311405540904,2.7694432423708380949019605439977928,2.8553e-38,-1.6433e-38
7.085810005858837556922124181108086,0.0036117586799220484544612625730381926,4.3156569009208947150285719492734078,-1.0923e-37,1.8469e-37
12.640800844275782659433219306560551,2.3369972385776227891149084551581278e-5,7.2191863543544483258847174284634341,3.3759e-36,-2.0954e-36
L6
0.22284660417926068946435482678667372,0.45896467394996359356828487770941252,0.57353550742273809457423404823294289,1.8821e-39,-2.7124e-39
1.1889321016726230307431509219350527,0.41700083077212099411337756619329161,1.3692525907123045261854920745850507,-5.7079e-39,1.0987e-38
2.9927363260593140776913252845136758,0.11337338207404497573870618509829381,2.2606845933826723457145033980300819,1.2665e-38,-2.7696e-38
5.7751435691045105018398303694335713,0.010399197453149074898913302846947848,3.3505245823554567226557334032618427,-5.5764e-38,1.3610e-37
9.8374674183825899177155470299425408,2.6101720281493205947924286000138631e-4,4.8868268002108249518062168907791687,1.0445e-36,-8.1133e-37
15.982873980601701782545791567388486,8.9854790642962123882529205282487412e-7,7.8490159455958213940626586071127069,-1.2800e-35,1.2014e-35
L7
0.19304367656036241383824788500382372,0.40931895170127390213043288001777879,0.49647759753997234783202985683408487,2.3956e-39,-2.8316e-39
1.0266648953391919503451994431748335,0.42183127786171977992928100541749893,1.177643060861197717261649454912567,-1.1794e-38,6.0678e-39
2.5678767449507462069077862266595902,0.14712634865750527839537418463654572,1.9182497816598065479403929243661312,1.9188e-38,-1.9061e-38
4.9003530845264845681017143781024272,0.020633514468716939865705614964201296,2.7718486362321118362920320243983849,-9.4778e-38,5.3092e-38
8.1821534445628607910818275512339616,0.0010740101432807455221319596284303138,3.8412491224885146938732611082268798,5.1855e-37,-4.8462e-37
12.734180291797813758012642458195109,1.5865464348564201268732622323405595e-5,5.3806782079215280851829369158516955,-1.7605e-36,4.8555e-36
19.395727862262540311712582057630255,3.170315478995580562271322153853242e-8,8.4054324868283166187082135088025565,1.2575e-34,-1.1410e-34
L8
0.17027963230510099978886185660829724,0.36918858934163752992058283937570394,0.43772341049291137323259758012387031,2.9256e-39,-2.9348e-39
0.90370177679937991218602022355508989,0.41878678081434295607697858133333432,1.0338693476655976424992658558276025,-5.1478e-39,4.4062e-39
2.2510866298661306893071183669686352,0.17579498663717180569965986677677366,1.6697097656587757491539220177008428,1.9322e-38,-1.8050e-38
4.2667001702876587936494218269006396,0.033343492261215651522132534934406437,2.3769247017585994809591690994750059,-7.0019e-38,5.4641e-38
7.0459054023934656972793254821193585,0.0027945362352256725249389241479286398,3.20854091334792628424839184576003,1.8302e-37,-1.5207e-37
10.758516010180995224059956788032034,9.0765087733582131042385014933573427e-5,4.2685755108251321985841216306596361,-1.5196e-36,1.4897e-36
15.740678641278004578028761158402836,8.4857467162725315448680183089320313e-7,5.8180833686719219282881419619824107,1.4666e-35,-1.1065e-35
22.86313173688926410570053429741311,1.0480011748715103816150885355156968e-9,8.9062262152922114065010428810285114,-7.2926e-34,4.8578e-34
L9
0.15232222773180824742810707312742258,0.33612642179796251967346771760598994,0.39143112431563986191557841654552944,2.3485e-39,-4.1453e-39
0.80722002274225584774141921095155157,0.41121398042398438730914694279287673,0.92180502852896312862884549310001496,-5.9234e-39,4.2781e-39
2.0051351556193471229830332470140978,0.19928752537088558086057560721178742,1.4801279099429149575596052444169071,2.5463e-38,-1.1728e-38
3.7834739733312329916754060936401766,0.047460562765651599262116360047878393,2.0867708075492614274301882775115601,-2.0044e-38,3.5437e-38
6.2049567778766126069735352100615842,0.00559962661079458317700419900555537,2.7729213897119699155887257815294696,1.4415e-37,-1.0810e-37
9.3729852516875762018097107321456392,3.0524976709321056630541282429122486e-4,3.5916260680922681564589088928024999,-1.0131e-36,7.4498e-37
13.466236911092093571097881839711718,6.592123026075352392255722848751028e-6,4.6487660021402071401601111032547293,5.4105e-36,-4.5705e-36
18.833597788991696614149899299625873,4.110769330349548442902410403300909e-8,6.2122754197471382214875011382409064,-6.1346e-35,1.5241e-34
26.374071890927376796141007293721936,3.2908740303507075764668138032250227e-11,9.363218237705811551124992087472652,2.6925e-33,-3.6915e-33
L10
0.13779347054049243083077250565271119,0.3084411157650201415474708346778607,0.35400973860699630876222689144206761,4.1690e-39,-2.9584e-39
0.72945454950317049816037312167607878,0.40111992915527355151578030991281951,0.83190230104358073810982965812784958,-7.2000e-39,3.6656e-39
1.8083429017403160482329200757506088,0.21806828761180942158864852347464673,1.3302885617493281787527921943939937,1.3854e-38,-4.8652e-39
3.4014336978548995144825322214083907,0.062087456098677747392902129313517954,1.8630639031111309897639887354824669,-2.5888e-38,2.5270e-38
5.5524961400638036324175584868687629,0.0095015169751811005538390721941719912,2.4502555580830101660726937316575226,1.3065e-37,-7.4060e-38
8.3301527467644967002387671972745222,7.530083885875387754559643536756639e-4,3.1227641551351824961508182633145547,-6.0839e-37,5.7897e-37
11.843785837900065564918538919141614,2.8259233495995655674225638268500213e-5,3.9341526955615210986558124592482308,1.2862e-36,-3.8541e-36
16.279257831378102099532653935833622,4.2493139849626863725865766597471235e-7,4.9924148721930231020114856524331545,-2.5581e-35,4.5928e-35
21.996585811980761951277090195594494,1.8395648239796307809215352243559382e-9,6.5722024851308029751876687103761123,3.8920e-34,-5.4579e-34
29.920697012273891559908793340799195,9.9118272196090085583775472832447361e-13,9.7846958403746306947700866387185981,-1.0643e-32,2.3893e-32
L11
0.12579644218796752267579457751645761,0.28493321289420060505605102472355556,0.32312888043457354179553153074774313,2.9923e-39,-4.7688e-39
0.66541825583922784167812783941987786,0.38972088952784937793755350804809879,0.75812559980962604496927043341126715,-4.5554e-39,6.9862e-39
1.647150545872169309587003213653053,0.23278183184899133394022379554345764,1.2086414229014753626683742217863479,8.2079e-39,-1.0776e-38
3.0911381430352549533019593425858548,0.076564453546196686400854179013245132,1.6845791671404185058983465795798609,-1.7217e-38,3.1109e-38
5.029284401579833212369995083660751,0.014393282767350695091863918740870444,2.1996334786188417179070171564297895,1.0217e-37,-7.2590e-38
7.5098878638066168194109971445000919,0.0015188808464848730698477764004249576,2.7734897457546431829902875944645222,-1.6465e-37,2.7561e-37
10.605950999546967780555921645721984,8.5131224354719225972042417060038293e-5,3.4371214165219576163063728543510694,2.1494e-36,-9.8025e-37
14.431613758064185535320045034879276,2.2924038795745040785768327070923937e-6,4.2448402907982227697607528142121041,-8.7433e-36,7.6063e-36
19.178857403214678647817485398890219,2.4863537027677958737339149111427271e-8,5.3068260194783810072837067197907316,1.9611e-34,-7.6249e-35
25.217709339677561104090944779668384,7.7126269336913204702815259022168854e-11,6.904215478826101453268782422153504,-3.0879e-33,1.1768e-33
